Transaction_ID,Transaction_Date,Customer_ID,Transaction_Category,Amount_USD,Currency,Department,Payment_Method,Transaction_Status,Approval_Code
TXN-000706,2024-02-27,CUST-0068,Capital Expenditure,"$14,585.50",USD,Real Estate,,Failed,
TXN-000707,2024-12-24,CUST-0061,Revenue,"$43,332.62",GBP,Partnerships,Bank Transfer,Completed,APR-43492
TXN-000708,2023-03-13,CUST-0073,Investment,"$29,210.25",USD,Treasury,Internal Transfer,Completed,APR-12213
TXN-000709,2024-12-27,CUST-0007,Capital Expenditure,"$14,101.39",GBP,Real Estate,Bank Transfer,Completed,APR-17961
TXN-000710,2024-12-29,CUST-0086,Operating Expense,"$5,208.30",USD,Marketing,Credit Card,Completed,APR-54019
TXN-000711,2024-11-05,CUST-0161,Revenue,"$116,275.77",GBP,Sales,Direct Debit,Completed,APR-97782
TXN-000712,2023-03-05,CUST-0001,Tax Payment,"$18,058.04",CAD,Legal,Crypto,Completed,APR-28107
TXN-000713,2022-01-24,CUST-0125,Tax Payment,"$17,744.08",USD,Finance,Bank Transfer,Failed,
TXN-000706,2023-09-21,CUST-0237,Revenue,"$70,594.22",EUR,Partnerships,Credit Card,Pending,
TXN-000715,2024-11-01,CUST-0255,Investment,"$7,651.16",USD,Business Development,Internal Transfer,Completed,APR-10959
TXN-000716,2024-08-02,CUST-0038,Investment,"$152,293.36",USD,Business Development,,Pending,
TXN-000717,2023-02-18,CUST-0164,Capital Expenditure,"$40,743.54",EUR,Operations,Direct Debit,Completed,APR-87000
TXN-000718,2023-07-07,CUST-0245,Operating Expense,"$5,333.33",USD,Operations,Credit Card,Completed,APR-98787
TXN-000719,2023-12-01,CUST-0026,Investment,"$57,797.83",USD,Finance,,Pending,
TXN-000720,2023-08-19,CUST-0290,Operating Expense,"$4,715.25",GBP,Finance,Credit Card,Completed,APR-69829
TXN-000721,2024-11-04,CUST-0249,Operating Expense,"$2,976.29",EUR,Finance,Bank Transfer,Completed,APR-22728
TXN-000722,2023-09-18,CUST-0015,Revenue,"$90,085.72",USD,Business Development,Credit Card,Completed,APR-24640
TXN-000723,2023-04-11,CUST-0083,Operating Expense,"$7,001.84",USD,HR,Bank Transfer,Completed,APR-17063
TXN-000724,2023-10-26,CUST-0068,Tax Payment,"$44,905.36",USD,Finance,Bank Transfer,Completed,APR-61448
TXN-000725,2024-03-07,CUST-0011,Refund,$874.54,USD,Customer Success,Credit Card,Completed,APR-45292
TXN-000726,2023-12-30,CUST-0284,Capital Expenditure,"$16,768.75",USD,IT,Bank Transfer,Completed,APR-32056
TXN-000727,2024-09-24,CUST-0002,Investment,"$17,243.09",GBP,Finance,Bank Transfer,Completed,APR-20054
TXN-000728,2023-05-19,CUST-0012,Revenue,"$67,197.00",GBP,Partnerships,Bank Transfer,Completed,APR-70247
TXN-000729,2024-12-10,CUST-0273,Operating Expense,"$9,511.00",USD,IT,Credit Card,Completed,APR-61344
TXN-000730,2024-07-16,CUST-0001,Revenue,"$21,443.90",USD,Partnerships,Credit Card,Completed,APR-34859
TXN-000731,2023-05-17,CUST-0008,Revenue,"$75,369.23",USD,Partnerships,Bank Transfer,Completed,APR-55822
TXN-000732,2024-05-20,CUST-0215,Operating Expense,"$4,979.44",USD,IT,Cheque,Completed,APR-52736
TXN-000733,2024-12-30,CUST-0275,Revenue,"$70,108.41",USD,Business Development,Bank Transfer,Completed,APR-13559
TXN-000734,2024-11-15,CUST-0021,Revenue,"$105,108.48",GBP,Sales,Direct Debit,Completed,APR-32120
TXN-000735,2024-05-07,CUST-0001,Operating Expense,"$3,391.91",GBP,Finance,Bank Transfer,Under Review,APR-84741
TXN-000736,2022-11-28,CUST-0002,Revenue,"$24,595.22",GBP,Business Development,Bank Transfer,Completed,APR-60964
TXN-000737,2023-03-18,CUST-0110,Revenue,"$67,970.46",GBP,Partnerships,Bank Transfer,Completed,APR-17479
TXN-000738,2023-08-03,CUST-0151,Tax Payment,"$8,254.11",USD,Finance,Credit Card,Completed,APR-17496
TXN-000739,2024-03-31,CUST-0094,Capital Expenditure,"$10,996.86",GBP,Real Estate,Cheque,Completed,APR-89488
TXN-000740,2023-12-17,CUST-0289,Operating Expense,"$2,280.79",USD,Finance,,Pending,
TXN-000741,2023-08-18,CUST-0013,Revenue,"$205,227.75",EUR,Business Development,Bank Transfer,Completed,APR-82422
TXN-000742,2023-05-18,CUST-0214,Operating Expense,"$1,158.08",USD,Operations,,Pending,
TXN-000743,2022-10-20,CUST-0026,Capital Expenditure,"$36,153.71",USD,Real Estate,Bank Transfer,Completed,APR-79457
TXN-000744,2024-06-29,CUST-0005,Operating Expense,"$6,183.38",GBP,IT,Bank Transfer,Completed,APR-91517
TXN-000745,2023-03-22,CUST-0011,Capital Expenditure,"$38,449.45",CAD,Operations,Bank Transfer,Completed,APR-51196
TXN-000746,2022-08-03,CUST-0025,Tax Payment,"$23,352.14",USD,Finance,Bank Transfer,Completed,APR-93336
TXN-000747,2023-03-10,CUST-0008,Revenue,"$92,491.46",EUR,Partnerships,Bank Transfer,Completed,APR-88274
TXN-000748,2022-08-11,CUST-0108,Investment,"$25,354.12",USD,Finance,Credit Card,Failed,
TXN-000749,2024-08-09,CUST-0022,Capital Expenditure,"$19,105.63",USD,IT,Credit Card,Completed,APR-15323
TXN-000750,2023-03-10,CUST-0011,Operating Expense,"$5,952.00",GBP,HR,Internal Transfer,Completed,APR-30093
TXN-000751,2022-10-12,CUST-0068,Revenue,"$153,750.32",USD,Partnerships,Credit Card,Completed,APR-59117
TXN-000752,2023-04-10,CUST-0138,Revenue,"$37,762.82",USD,Sales,Bank Transfer,Completed,APR-49564
TXN-000753,2024-11-11,CUST-0044,Loan Repayment,"$6,378.34",USD,Treasury,Direct Debit,Failed,
TXN-000754,2024-03-11,CUST-0005,Capital Expenditure,"$11,810.80",USD,Operations,Bank Transfer,Completed,APR-59032
TXN-000755,2024-08-24,CUST-0110,Revenue,"$22,939.97",EUR,Business Development,Credit Card,Completed,APR-19257
TXN-000756,2024-10-31,CUST-0003,Operating Expense,"$3,928.73",USD,Finance,Cheque,Completed,APR-23243
TXN-000757,2024-10-10,CUST-0071,Revenue,"$19,450.71",GBP,Partnerships,,Pending,
TXN-000758,2024-07-06,CUST-0002,Revenue,"$65,497.89",EUR,Business Development,Bank Transfer,Completed,APR-96096
TXN-000759,2023-08-24,CUST-0110,Revenue,"$25,037.57",EUR,Business Development,Cheque,Completed,APR-59192
TXN-000760,2024-01-26,CUST-0088,Operating Expense,"$3,876.00",GBP,Finance,Bank Transfer,Completed,APR-45871
TXN-000761,2023-06-15,CUST-0167,Revenue,"$33,526.04",USD,Partnerships,Internal Transfer,Completed,APR-36120
TXN-000762,2023-04-26,CUST-0002,Refund,"$2,389.61",CAD,Customer Success,Direct Debit,Completed,APR-99483
TXN-000763,2023-12-24,CUST-0162,Operating Expense,"$13,791.09",EUR,IT,Credit Card,Completed,APR-82030
TXN-000764,2022-11-25,CUST-0073,Investment,"$40,293.18",USD,Finance,Credit Card,Pending,
TXN-000765,2024-09-22,CUST-0091,Revenue,"$48,896.43",EUR,Sales,Direct Debit,Completed,APR-46645
TXN-000766,2023-12-10,CUST-0029,Refund,"$1,375.45",USD,Customer Success,Cheque,Completed,APR-73527
TXN-000767,2024-10-19,CUST-0172,Investment,"$68,938.78",USD,Finance,,Failed,
TXN-000768,2022-08-22,CUST-0009,Revenue,"$17,380.37",JPY,Sales,Cheque,Completed,APR-76232
TXN-000769,2022-11-06,CUST-0017,Revenue,"$124,815.11",CAD,Business Development,Credit Card,Completed,APR-11836
TXN-000770,2023-10-15,CUST-0160,Revenue,"$25,424.05",GBP,Partnerships,Bank Transfer,Completed,APR-26889
TXN-000771,2024-03-24,CUST-0041,Revenue,"$95,927.06",GBP,Sales,Direct Debit,Failed,
TXN-000772,2024-04-14,CUST-0265,Loan Repayment,"$5,581.54",GBP,Finance,Bank Transfer,Completed,APR-64281
TXN-000773,2024-10-27,CUST-0053,Revenue,"$74,062.28",CAD,Business Development,Credit Card,Under Review,APR-52523
TXN-000774,2024-08-28,CUST-0025,Loan Repayment,"$15,892.60",GBP,Treasury,Credit Card,Completed,APR-13505
TXN-000775,2024-05-24,CUST-0025,Revenue,"$65,441.63",GBP,Business Development,Internal Transfer,Completed,APR-61622
TXN-000776,2023-12-31,CUST-0045,Operating Expense,"$3,944.27",CAD,Finance,Bank Transfer,Completed,APR-83211
TXN-000777,2023-11-22,CUST-0011,Loan Repayment,"$7,408.59",USD,Finance,Crypto,Completed,APR-98750
TXN-000778,2024-01-19,CUST-0007,Capital Expenditure,"$10,494.61",GBP,Real Estate,Bank Transfer,Completed,APR-32570
TXN-000779,2024-08-19,CUST-0204,Operating Expense,"$8,576.48",EUR,Operations,Bank Transfer,Completed,APR-80261
TXN-000780,2023-04-26,CUST-0027,Refund,"$3,168.60",USD,Finance,Direct Debit,Completed,APR-59369
TXN-000781,2024-10-11,CUST-0050,Revenue,"$75,196.40",USD,Partnerships,Cheque,Pending,
TXN-000782,2023-07-28,CUST-0209,Operating Expense,"$1,183.63",GBP,IT,Direct Debit,Completed,APR-34759
TXN-000783,2023-05-06,CUST-0135,Operating Expense,"$2,417.71",JPY,IT,Bank Transfer,Completed,APR-25039
TXN-000784,2024-09-06,CUST-0252,Revenue,"$60,457.84",USD,Business Development,Cheque,Completed,APR-27511
TXN-000785,2024-05-10,CUST-0066,Revenue,"$136,032.05",USD,Sales,Bank Transfer,Completed,APR-48418
TXN-000786,2024-06-26,CUST-0167,Operating Expense,"$5,261.33",GBP,HR,Bank Transfer,Completed,APR-66954
TXN-000787,2024-09-07,CUST-0001,Revenue,"$33,067.73",JPY,Partnerships,Direct Debit,Completed,APR-79130
TXN-000788,2023-09-26,CUST-0062,Operating Expense,"$8,567.25",USD,HR,Bank Transfer,Completed,APR-64068
TXN-000789,2023-12-10,CUST-0027,Capital Expenditure,"$23,258.13",EUR,Operations,,Pending,
TXN-000790,2024-01-02,CUST-0130,Loan Repayment,"$13,431.12",USD,Finance,Cheque,Completed,APR-22541
TXN-000791,2023-10-09,CUST-0011,Revenue,"$98,479.06",JPY,Partnerships,Bank Transfer,Completed,APR-41944
TXN-000792,2022-12-22,CUST-0023,Capital Expenditure,"$21,521.16",GBP,Real Estate,Credit Card,Completed,APR-55892
TXN-000793,2022-09-24,CUST-0099,Refund,"$1,747.79",USD,Finance,Internal Transfer,Under Review,
TXN-000794,2023-05-05,CUST-0088,Revenue,"$41,340.52",USD,Business Development,Internal Transfer,Pending,APR-48025
TXN-000795,2024-12-25,CUST-0012,Revenue,"$62,478.36",USD,Sales,Bank Transfer,Completed,APR-39864
TXN-000796,2022-05-25,CUST-0194,Operating Expense,"$3,514.76",USD,HR,Direct Debit,Pending,
TXN-000797,2024-04-21,CUST-0246,Revenue,"$43,317.28",USD,Business Development,Direct Debit,Completed,APR-98639
TXN-000798,2024-01-17,CUST-0001,Operating Expense,"$2,718.63",EUR,Finace,Bank Transfer,Under Review,APR-61585
TXN-000799,2022-09-09,CUST-0011,Operating Expense,"$3,964.23",CAD,Finance,Bank Transfer,Failed,
TXN-000800,2024-03-03,CUST-0100,Operating Expense,"$3,145.56",CAD,HR,Bank Transfer,Completed,APR-72811
TXN-000801,2023-01-08,CUST-0001,Revenue,"$253,338.61",EUR,Business Development,Bank Transfer,Completed,APR-76536
TXN-000802,2024-04-07,CUST-0018,Operating Expense,"$3,707.57",JPY,IT,Cheque,Completed,APR-64937
TXN-000803,2024-06-25,CUST-0101,Revenue,"$26,933.07",GBP,Business Development,,Pending,APR-78740
TXN-000804,2024-11-20,CUST-0076,Tax Payment,"$24,779.16",USD,Legal,Internal Transfer,Completed,APR-50268
TXN-000805,2024-03-09,CUST-0001,Revenue,"$93,405.37",USD,Sales,Direct Debit,Under Review,APR-15349
TXN-000806,2024-10-08,CUST-0037,Investment,"$20,509.07",USD,Treasury,Direct Debit,Completed,APR-24953
TXN-000807,2022-10-16,CUST-0151,Investment,"$45,906.93",EUR,Finance,Cheque,Completed,APR-95734
TXN-000808,2024-09-28,CUST-0227,Tax Payment,"$20,728.27",USD,Legal,Credit Card,Completed,APR-33913
TXN-000809,2022-11-07,CUST-0289,Capital Expenditure,"$7,271.17",USD,IT,Credit Card,Completed,APR-14495
TXN-000810,2023-04-05,CUST-0016,Revenue,"$22,856.97",GBP,Business Development,Direct Debit,Completed,APR-76514
TXN-000811,2024-08-15,CUST-0001,Capital Expenditure,"$7,361.58",USD,Real Estate,Bank Transfer,Completed,APR-51697
TXN-000812,2024-03-14,CUST-0017,Revenue,"$63,743.07",USD,Sales,,Pending,APR-37040
TXN-000813,2024-01-06,CUST-0116,Revenue,"$85,078.31",EUR,Business Development,Direct Debit,Completed,APR-42804
TXN-000814,2024-08-12,CUST-0029,Capital Expenditure,"$30,473.54",USD,Operations,Cheque,Completed,APR-63493
TXN-000815,2023-04-05,CUST-0121,Investment,"$42,529.47",USD,Finance,Bank Transfer,Completed,APR-34876
TXN-000816,2024-11-10,CUST-0250,Operating Expense,"$6,897.22",EUR,Finance,Credit Card,Completed,APR-69836
TXN-000817,2023-04-05,CUST-0108,Investment,"$26,021.35",USD,Finance,Credit Card,Completed,APR-38345
TXN-000818,2023-02-22,CUST-0004,Revenue,"$28,666.16",GBP,Sales,Bank Transfer,Completed,APR-17217
TXN-000819,2023-08-01,CUST-0102,Operating Expense,"$10,040.42",USD,Marketing,Direct Debit,Completed,APR-95044
TXN-000820,2024-06-28,CUST-0031,Operating Expense,"$6,387.73",USD,Operations,Crypto,Completed,APR-34037
TXN-000821,2023-09-06,CUST-0005,Tax Payment,"$13,931.05",GBP,Legal,Crypto,Completed,APR-66235
TXN-000822,2024-06-20,CUST-0193,Operating Expense,"$2,466.96",USD,Finance,Bank Transfer,Completed,APR-22352
TXN-000823,2024-10-14,CUST-0225,Operating Expense,"$9,930.06",USD,HR,Bank Transfer,Pending,
TXN-000824,2024-12-28,CUST-0012,Revenue,"$34,511.05",USD,Partnerships,Credit Card,Failed,
TXN-000825,2024-09-25,CUST-0075,Capital Expenditure,"$21,525.72",USD,Operations,Bank Transfer,Completed,APR-34604
TXN-000826,2024-09-18,CUST-0028,Operating Expense,"$5,047.01",USD,Finance,Bank Transfer,Completed,APR-73610
TXN-000827,2023-09-16,CUST-0070,Investment,"$41,083.95",GBP,Finance,Direct Debit,Failed,
TXN-000828,2023-04-11,CUST-0016,Operating Expense,"$1,601.42",USD,Operations,Credit Card,Completed,APR-94192
TXN-000829,2024-09-30,CUST-0004,Operating Expense,"$9,128.99",CAD,Operations,Credit Card,Completed,APR-66591
TXN-000830,2024-12-18,CUST-0089,Operating Expense,"$21,805.42",USD,HR,Bank Transfer,Failed,
TXN-000831,2023-04-15,CUST-0004,Loan Repayment,"$22,115.66",EUR,Finance,Credit Card,Completed,APR-64655
TXN-000832,2024-11-13,CUST-0053,Capital Expenditure,"$42,655.51",GBP,Operations,Bank Transfer,Completed,APR-41168
TXN-000833,2024-04-01,CUST-0035,Revenue,"$140,674.41",USD,Sales,Direct Debit,Completed,APR-29776
TXN-000834,2024-01-01,CUST-0228,Capital Expenditure,"$18,492.09",GBP,Real Estate,Credit Card,Completed,APR-27555
TXN-000835,2023-11-17,CUST-0031,Operating Expense,"$4,976.19",USD,Finance,Bank Transfer,Completed,APR-12965
TXN-000836,2024-12-23,CUST-0018,Investment,"$40,495.69",USD,Treasury,Bank Transfer,Pending,
TXN-000837,2023-05-17,CUST-0094,Revenue,"$90,740.66",GBP,Business Development,Credit Card,Completed,APR-74167
TXN-000838,2022-06-20,CUST-0001,Capital Expenditure,"$6,961.31",USD,Real Estate,Credit Card,Completed,APR-98414
TXN-000839,2024-03-05,CUST-0210,Investment,"$51,990.71",GBP,Business Development,Bank Transfer,Completed,APR-43526
TXN-000840,2024-04-10,CUST-0002,Investment,"$79,105.03",USD,Finance,Credit Card,Completed,APR-22698
TXN-000841,2024-01-05,CUST-0237,Operating Expense,"$2,313.61",EUR,HR,Bank Transfer,Completed,APR-86609
TXN-000842,2024-06-27,CUST-0072,Revenue,"$134,374.33",GBP,Partnerships,Credit Card,Completed,APR-41617
TXN-000843,2022-04-20,CUST-0065,Revenue,"$31,711.78",GBP,Sales,Direct Debit,Completed,APR-97279
TXN-000844,2024-11-15,CUST-0126,Refund,"$1,185.43",USD,Finance,Direct Debit,Completed,APR-44389
TXN-000845,2024-01-23,CUST-0135,Revenue,"$60,879.14",USD,Sales,Direct Debit,Completed,APR-94446
TXN-000846,2022-04-27,CUST-0043,Revenue,"$29,105.38",USD,Sales,Bank Transfer,Completed,APR-12837
TXN-000847,2024-12-27,CUST-0042,Revenue,"$24,722.26",GBP,Partnerships,Direct Debit,Completed,APR-82109
TXN-000848,2022-03-21,CUST-0128,Investment,"$98,475.86",GBP,Treasury,Bank Transfer,Completed,APR-41305
TXN-000849,2024-08-02,CUST-0060,Operating Expense,"$3,064.74",GBP,HR,Bank Transfer,Completed,APR-62154
TXN-000850,2023-10-19,CUST-0106,Capital Expenditure,"$17,418.11",USD,IT,Credit Card,Completed,APR-42258
TXN-000851,2023-06-10,CUST-0032,Revenue,"$204,216.33",USD,Partnerships,Cheque,Completed,APR-20805
TXN-000852,2024-02-04,CUST-0083,Revenue,"$62,168.12",USD,Business Development,Direct Debit,Completed,APR-70169
TXN-000853,2023-09-15,CUST-0200,Operating Expense,"$2,644.11",EUR,IT,Direct Debit,Completed,APR-36198
TXN-000854,2022-11-02,CUST-0042,Revenue,"$21,625.62",USD,Partnerships,Credit Card,Completed,APR-79594
TXN-000855,2023-09-18,CUST-0038,Operating Expense,"$14,166.47",EUR,Operations,Credit Card,Completed,APR-70922
TXN-000856,2024-05-21,CUST-0018,Loan Repayment,"$13,679.18",USD,Finance,Bank Transfer,Completed,APR-28918
TXN-000857,2024-11-17,CUST-0086,Investment,"$8,934.30",JPY,Treasury,Internal Transfer,Completed,APR-24461
TXN-000858,2024-05-14,CUST-0229,Revenue,"$20,365.07",EUR,Sales,Bank Transfer,Completed,APR-39994
TXN-000859,2024-08-22,CUST-0001,Revenue,"$50,484.85",USD,Partnerships,Bank Transfer,Under Review,
TXN-000860,2024-07-24,CUST-0048,Revenue,"$51,314.14",USD,Sales,Direct Debit,Completed,APR-80287
TXN-000861,2022-01-13,CUST-0152,Capital Expenditure,"$50,094.69",EUR,Real Estate,Credit Card,Completed,APR-67702
TXN-000862,2024-12-16,CUST-0058,Revenue,"$39,328.88",USD,Sales,Direct Debit,Failed,
TXN-000863,2024-08-23,CUST-0266,Loan Repayment,"$5,911.55",EUR,Treasury,Credit Card,Completed,APR-19214
TXN-000864,2023-06-01,CUST-0026,Investment,"$47,115.16",CAD,Treasury,,Pending,
TXN-000865,2024-08-11,CUST-0161,Revenue,"$41,917.97",USD,Business Development,Credit Card,Pending,
TXN-000866,2023-04-30,CUST-0118,Operating Expense,"$6,694.64",USD,HR,Bank Transfer,Completed,APR-58758
TXN-000867,2022-09-28,CUST-0062,Tax Payment,"$19,632.52",USD,Legal,Bank Transfer,Failed,
TXN-000868,2023-01-24,CUST-0003,Operating Expense,"$10,525.89",EUR,Finance,Credit Card,Completed,APR-24699
TXN-000869,2022-06-25,CUST-0100,Revenue,"$62,124.26",USD,Business Development,Bank Transfer,Completed,APR-21410
TXN-000870,2023-10-30,CUST-0020,Tax Payment,"$15,873.84",USD,Finance,Bank Transfer,Completed,APR-32475
TXN-000871,2024-04-22,CUST-0185,Operating Expense,"$10,283,273.33",USD,Operations,Bank Transfer,Completed,APR-53073
TXN-000872,2024-01-02,CUST-0004,Operating Expense,"$11,477.37",CAD,IT,Credit Card,Pending,
TXN-000873,2023-12-23,CUST-0050,Refund,"$2,722.63",USD,Finance,Bank Transfer,Completed,APR-68590
TXN-000874,2023-07-13,CUST-0051,Operating Expense,"$4,939.58",GBP,IT,,Pending,
TXN-000875,2023-12-21,CUST-0113,Loan Repayment,"$13,305.71",GBP,Finance,Cheque,Completed,APR-40421
TXN-000876,2023-08-06,CUST-0001,Operating Expense,"$1,817.09",USD,Marketing,Bank Transfer,Completed,APR-99833
TXN-000877,2023-10-18,CUST-0109,Operating Expense,"$10,720.49",USD,IT,Bank Transfer,Completed,APR-64543
TXN-000878,2023-07-13,CUST-0001,Revenue,"$120,648.00",USD,Sales,Internal Transfer,Completed,APR-42761
TXN-000872,2024-11-27,CUST-0018,Loan Repayment,"$5,886.56",GBP,Treasury,Internal Transfer,Failed,
TXN-000880,2024-09-08,CUST-0075,Refund,"$1,692.31",EUR,Customer Success,Bank Transfer,Completed,APR-60197
TXN-000881,2022-12-18,CUST-0257,Capital Expenditure,"$29,386.74",USD,IT,Bank Transfer,Completed,APR-24551
TXN-000882,2024-01-06,CUST-0160,Operating Expense,"$5,598.75",GBP,Marketing,Crypto,Completed,APR-46076
TXN-000883,2024-11-20,CUST-0098,Capital Expenditure,"$20,221.74",USD,Real Estate,Bank Transfer,Completed,APR-80161
TXN-000884,2024-02-16,CUST-0171,Revenue,"$126,838.40",EUR,Business Development,Bank Transfer,Completed,APR-19074
TXN-000885,2023-03-23,CUST-0002,Operating Expense,"$2,434.59",GBP,IT,Credit Card,Completed,APR-27393
TXN-000886,2024-04-05,CUST-0015,Operating Expense,"$3,279.16",USD,Finance,Credit Card,Completed,APR-19652
TXN-000887,2023-04-04,CUST-0191,Operating Expense,"$4,848.94",USD,IT,Internal Transfer,Completed,APR-18629
TXN-000888,2024-09-02,CUST-0124,Investment,"$13,089.41",GBP,Treasury,Credit Card,Completed,APR-97786
TXN-000889,2024-08-16,CUST-0036,Investment,"$33,761.51",EUR,Finance,Bank Transfer,Completed,APR-88495
TXN-000890,2024-04-11,CUST-0105,Operating Expense,"$3,372.69",USD,Finance,Credit Card,Completed,APR-28465
TXN-000891,2024-07-27,CUST-0002,Refund,$806.06,USD,Sales,Bank Transfer,Failed,
TXN-000892,2022-11-08,CUST-0021,Operating Expense,"$2,655.48",USD,Operations,Bank Transfer,Pending,
TXN-000893,2023-02-17,CUST-0136,Operating Expense,"$3,455.28",USD,IT,Direct Debit,Completed,APR-94424
TXN-000894,2023-06-09,CUST-0034,Operating Expense,"$4,456.01",USD,HR,Crypto,Completed,APR-55108
TXN-000895,2022-07-24,CUST-0070,Investment,"$35,281.07",EUR,Finance,Credit Card,Completed,APR-17949
TXN-000896,2024-08-23,CUST-0087,Investment,"$28,263.61",USD,Business Development,Cheque,Completed,APR-55044
TXN-000897,2024-03-19,CUST-0135,Revenue,"$31,342.72",EUR,Partnerships,Credit Card,Completed,APR-20001
TXN-000898,2022-01-04,CUST-0002,Operating Expense,"$23,433.82",USD,Operations,Credit Card,Completed,APR-30167
TXN-000899,2023-06-12,CUST-0086,Refund,"$1,934.88",CAD,Sales,Bank Transfer,Completed,APR-77838
TXN-000900,2024-04-05,CUST-0238,Investment,"$37,393.77",EUR,Business Development,Credit Card,Completed,APR-41777
TXN-000901,2024-05-07,CUST-0001,Operating Expense,"$10,261.53",EUR,HR,Crypto,Completed,APR-41440
TXN-000902,2024-05-31,CUST-0001,Operating Expense,"$2,706.28",USD,IT,Credit Card,Pending,APR-45193
TXN-000903,2024-11-05,CUST-0296,Capital Expenditure,"$9,047.88",USD,Operations,Direct Debit,Completed,APR-72973
TXN-000904,2022-09-04,CUST-0036,Tax Payment,"$6,824.53",GBP,Legal,Bank Transfer,Completed,APR-88617
TXN-000905,2023-08-07,CUST-0075,Operating Expense,"$3,337.89",USD,Marketing,Direct Debit,Completed,APR-96853
TXN-000906,2023-01-07,CUST-0032,Refund,"$1,205.50",CAD,Customer Success,Internal Transfer,Completed,APR-63930
TXN-000907,2024-08-30,CUST-0213,Capital Expenditure,"$31,670.37",USD,Operations,Bank Transfer,Completed,APR-31560
TXN-000908,2022-04-03,CUST-0054,Revenue,"$40,717.58",EUR,Sales,Bank Transfer,Completed,APR-65457
TXN-000909,2022-11-21,CUST-0028,Operating Expense,"$6,206.12",USD,IT,Bank Transfer,Completed,APR-95662
TXN-000910,2023-11-18,CUST-0169,Revenue,"$54,254.23",USD,Business Development,Bank Transfer,Failed,
TXN-000911,2022-04-07,CUST-0037,Operating Expense,"$4,350.74",USD,HR,Bank Transfer,Completed,APR-84836
TXN-000912,2023-12-04,CUST-0300,Investment,"$44,517.29",GBP,Finance,Bank Transfer,Completed,APR-35015
TXN-000913,2024-12-22,CUST-0044,Revenue,"$102,484.80",USD,Sales,Internal Transfer,Completed,APR-49554
TXN-000914,2024-11-11,CUST-0105,Revenue,"$16,837.44",GBP,Partnerships,Cheque,Completed,APR-94540
TXN-000915,2022-12-19,CUST-0024,Revenue,"$53,051.96",USD,Business Development,Credit Card,Under Review,
TXN-000916,2023-09-28,CUST-0056,Tax Payment,"$5,513.58",USD,Legal,Credit Card,Completed,APR-47885
TXN-000917,2023-09-14,CUST-0065,Refund,"$1,795.86",USD,Customer Success,Bank Transfer,Completed,APR-19679
TXN-000918,2022-10-13,CUST-0040,Revenue,"$89,266.52",USD,Partnerships,Credit Card,Failed,APR-23007
TXN-000919,2024-09-26,CUST-0040,Revenue,"$22,291.90",USD,Business Development,Credit Card,Completed,APR-37923
TXN-000920,2024-05-12,CUST-0097,Investment,"$38,512.76",USD,Business Development,Direct Debit,Under Review,
TXN-000921,2024-11-21,CUST-0241,Refund,$531.97,USD,Customer Success,Direct Debit,Completed,APR-68500
TXN-000922,2024-08-21,CUST-0048,Investment,"$34,052.94",GBP,Business Development,Direct Debit,Completed,APR-85336
TXN-000923,2023-10-29,CUST-0016,Investment,"$19,675.24",JPY,Business Development,Bank Transfer,Under Review,
TXN-000924,2023-05-22,CUST-0001,Refund,"$2,014.62",EUR,Finace,Direct Debit,Completed,APR-86884
TXN-000925,2023-12-21,CUST-0269,Operating Expense,"$5,143.05",USD,IT,Crypto,Completed,APR-95402
TXN-000926,2024-04-27,CUST-0012,Tax Payment,"$24,186.95",USD,Finance,,Pending,
TXN-000927,2023-08-10,CUST-0038,Refund,"$1,158.13",EUR,Finance,Direct Debit,Under Review,
TXN-000928,2023-03-30,CUST-0033,Operating Expense,"$8,149.26",USD,Finance,Credit Card,Completed,APR-60519
TXN-000929,2024-10-11,CUST-0028,Revenue,"$76,317.27",GBP,Sales,Direct Debit,Completed,APR-60934
TXN-000930,2024-03-17,CUST-0191,Tax Payment,"$17,893.55",USD,Legal,Bank Transfer,Completed,APR-13297
TXN-000931,2024-03-23,CUST-0009,Revenue,"$22,146.08",EUR,Partnerships,Direct Debit,Failed,
TXN-000932,2024-02-12,CUST-0029,Tax Payment,"$10,441.39",USD,Finance,Bank Transfer,Completed,APR-59009
TXN-000933,2024-09-22,CUST-0212,Revenue,"$35,683.53",EUR,Business Development,Bank Transfer,Completed,APR-15549
TXN-000934,2024-05-24,CUST-0007,Revenue,"$57,688.02",USD,Sales,Direct Debit,Completed,APR-66276
TXN-000935,2024-01-27,CUST-0151,Tax Payment,"$16,018.92",JPY,Finance,Bank Transfer,Completed,APR-70229
TXN-000936,2024-01-18,CUST-0041,Capital Expenditure,"$6,079.41",GBP,Real Estate,Bank Transfer,Completed,APR-37500
TXN-000937,2024-12-25,CUST-0003,Revenue,"$106,064.08",GBP,Business Development,Bank Transfer,Under Review,APR-53443
TXN-000938,2023-11-03,CUST-0049,Capital Expenditure,"$23,198.34",USD,Operations,Internal Transfer,Completed,APR-11924
TXN-000939,2024-01-03,CUST-0261,Revenue,"$28,728.87",GBP,Business Development,Bank Transfer,Pending,
TXN-000940,2024-06-02,CUST-0016,Revenue,"$95,950.80",GBP,Partnerships,Bank Transfer,Completed,APR-50649
TXN-000941,2024-12-30,CUST-0074,Revenue,"$26,553.24",USD,Business Development,Bank Transfer,Completed,APR-58871
